description,carb,fat,energy,protein,country,amount_type,queries
"['Soup, mostly noodles', 'Gordita/sope shell, plain, no filling']","[33.93, 17.23]","[9.92, 7.61]","[247.9, 142.41]","[5.74, 1.96]",USA,natural,"For lunch, I have a cup of noodle soup and a single plain gordita shell."
"['Water, bottled, unsweetened', ""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)""]","[0.0, 25.02]","[0.0, 3.21]","[0.0, 135.05]","[0.0, 1.56]",USA,natural,"For breakfast, I’m enjoying a Nutri-Grain bar and a bottle of unsweetened water."
"['Sports drink (Powerade)', 'Tortilla chips, cool ranch flavor (Doritos)']","[19.44, 18.88]","[0.12, 5.76]","[79.36, 131.6]","[0.0, 1.98]",USA,natural,"For a snack, I'm having a cup of Powerade sports drink and a small bag of Cool Ranch Doritos."
"['Chocolate milk, made from syrup with reduced fat milk']",[32.76],[4.09],[195.92],[7.19],USA,natural,I made myself a cup of chocolate milk with reduced fat milk and syrup for a quick snack.
"['Cookie, brownie, reduced fat, NS as to icing']",[30.79],[4.84],[172.5],[1.38],USA,natural,"For a snack, I’ve got a medium brownie cookie that's reduced fat."
"['Rice, white, cooked, no added fat', 'Chicken drumstick, grilled with sauce, skin not eaten']","[44.22, 12.01]","[0.44, 10.92]","[203.82, 282.15]","[4.22, 31.99]",USA,natural,"For dinner, I have a cup of cooked white rice and a cup of diced grilled chicken drumstick, which is grilled and has sauce on it."
"['Egg omelet or scrambled egg, made with oil']",[0.37],[8.46],[105.05],[6.44],USA,natural,I'm enjoying an egg omelet made with oil for lunch.
"['Water, bottled, flavored, sugar free (Glaceau Vitamin Water)']",[0.0],[0.0],[0.0],[0.0],USA,natural,"I'm having a bottle of flavored, sugar-free Vitamin Water for a snack."
"['Ketchup', 'Orange juice, 100%, canned, bottled or in a carton', 'Chicken fillet sandwich, fried, on wheat bun', 'Fruit mixture, frozen']","[4.66, 57.24, 37.3, 16.65]","[0.02, 0.6, 16.39, 0.32]","[17.17, 243.04, 369.6, 66.0]","[0.18, 3.37, 18.47, 1.05]",USA,natural,"For lunch, I'm having a fried chicken fillet sandwich on a wheat bun with a tablespoon of ketchup. I also have a bottle of 100% orange juice and a cup of frozen fruit mixture on the side."
"['Burrito with meat, beans, rice, and sour cream', 'Soft drink, cola, diet']","[87.61, 1.04]","[65.73, 0.11]","[1151.59, 7.2]","[52.07, 0.4]",USA,natural,"I’m having a large burrito with meat, beans, rice, and sour cream, and I’m also drinking a 12 fl oz can of diet cola for lunch."
"['Milk, reduced fat (2%)', 'Bread, cinnamon, toasted']","[11.98, 21.09]","[4.64, 1.54]","[122.0, 115.83]","[8.17, 4.04]",USA,natural,I made a breakfast of a large slice of toasted cinnamon bread and a cup of 2% milk.
"['Chocolate milk, ready to drink, low fat', 'Cheese flavored corn snacks (Cheetos)']","[25.17, 14.99]","[2.75, 10.08]","[158.72, 156.8]","[8.58, 1.64]",USA,natural,"For my lunch, I have a cup of low-fat chocolate milk and a small bag of cheese-flavored Cheetos."
"['Milk, reduced fat (2%)', 'Potato sticks, fry shaped']","[11.98, 44.85]","[4.64, 28.95]","[122.0, 439.45]","[8.17, 5.64]",USA,natural,"For a snack, I'm having a cup of reduced fat (2%) milk with a large single serving bag of potato sticks."
"['Tea, hot, herbal', 'Sugar substitute, stevia, powder', 'Tea, hot, leaf, green']","[0.96, 3.0, 0.0]","[0.0, 0.0, 0.0]","[4.8, 0.0, 4.8]","[0.0, 0.0, 1.06]",USA,natural,"I made myself a medium cup of herbal tea and added a teaspoon of stevia, plus I have a medium cup of green tea for my snack."
"['Soft drink, cola, diet', 'Ketchup', 'Potato, french fries, restaurant', 'Cheeseburger, on white bun, 1 medium patty']","[1.04, 4.66, 22.32, 30.72]","[0.11, 0.02, 8.42, 26.75]","[7.2, 17.17, 173.4, 490.05]","[0.4, 0.18, 2.09, 29.57]",USA,natural,"I’m enjoying a cheeseburger with a cup of french fries and a tablespoon of ketchup for dinner, along with a 12 fl oz can of diet cola."
"['Turnover, meat- and cheese-filled, no gravy', 'Soft drink, cola, diet']","[43.38, 1.74]","[12.98, 0.18]","[342.22, 12.0]","[13.01, 0.66]",USA,natural,I had a Hot Pockets Beef & Cheddar turnover and a 20 fl oz bottle of diet cola for my lunch.
"['Chicken drumstick, baked or broiled, skin eaten, from pre-cooked']",[0.16],[15.47],[278.1],[34.63],USA,natural,"For lunch, I'm having a cup of cooked and diced baked chicken drumstick with the skin eaten."
"['Soft drink, cola', 'Cookie, chocolate chip']","[38.54, 19.61]","[0.93, 7.42]","[156.24, 147.6]","[0.0, 1.53]",USA,natural,I’m enjoying a medium chocolate chip cookie with a can of cola as a snack.
"['Vegetable and turkey, baby food, strained']",[8.61],[1.02],[54.24],[2.62],USA,natural,I’ll eat one Earth's Best jar of strained vegetable and turkey baby food for dinner.
"['Chocolate milk, made from syrup with low fat milk']",[33.36],[2.03],[181.04],[7.27],USA,natural,"For my snack, I have a cup of chocolate milk that I made from syrup and low-fat milk."
"['Soft drink, fruit flavored, caffeine free', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread']","[37.72, 48.38]","[0.07, 18.74]","[148.8, 402.08]","[0.19, 14.07]",USA,natural,"For brunch, I’m drinking a can of fruit-flavored soft drink and eating a peanut butter and jelly sandwich."
"['Soft drink, fruit flavored, caffeine free', 'Potato, baked, peel eaten, with vegetables']","[37.72, 28.42]","[0.07, 10.11]","[148.8, 225.6]","[0.19, 6.59]",USA,natural,"For dinner, I'm having a can of caffeine-free fruit-flavored soft drink and a cup of baked potato with vegetables."
"['Tea, iced, bottled, green', 'Cheese, American', 'Ham, prepackaged or deli, luncheon meat', 'Turkey, NFS']","[38.44, 1.86, 0.08, 0.0]","[1.36, 4.84, 1.04, 1.24]","[167.4, 64.47, 29.68, 83.4]","[0.0, 3.38, 4.68, 17.29]",USA,natural,"For lunch, I'm having a 20 fl oz bottle of iced green tea with a slice of American cheese, a slice of deli ham, and a medium slice of turkey."
"['Soft drink, cola', 'Milk chocolate candy, plain', 'Hard candy']","[38.54, 10.69, 0.98]","[0.93, 5.34, 0.0]","[156.24, 96.3, 3.94]","[0.0, 1.38, 0.0]",USA,natural,"For a snack, I'm having a can of cola, a cubic inch of milk chocolate candy, and a piece of hard candy."
['Whiskey'],[0.0],[0.0],[145.53],[0.0],USA,natural,"For dinner, I poured myself a drink of whiskey."
"['Cream, half and half', 'Sugar substitute, sucralose, powder', 'Coffee, brewed', 'Pan Dulce, with sugar topping']","[0.64, 0.91, 0.0, 52.41]","[1.72, 0.0, 0.07, 11.92]","[19.65, 3.36, 3.6, 347.82]","[0.47, 0.0, 0.43, 8.12]",USA,natural,I'm having a medium Pan Dulce with sugar topping alongside a small brewed coffee that I mixed with half and half and a packet of sucralose for my snack.
['Salmon cake sandwich'],[65.23],[47.88],[914.4],[52.38],USA,natural,I’ve got a large salmon cake sandwich for lunch.
"['Cassava, cooked', 'Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce']","[63.39, 11.16]","[4.83, 17.41]","[305.6, 273.9]","[2.27, 20.52]",USA,natural,"For dinner, I had one cup of cooked cassava and one cup of beef with carrots and broccoli."
"['Water, tap', 'Doughnut, custard-filled, with icing', 'Milk, whole']","[0.0, 41.62, 11.39]","[0.0, 16.83, 7.81]","[0.0, 331.2, 146.4]","[0.0, 4.07, 8.0]",USA,natural,"For breakfast, I'm having a cup of tap water, a custard-filled doughnut with icing, and a cup of whole milk."
['Banana split'],[159.4],[33.81],[965.3],[12.4],USA,natural,I'm having a banana split for a snack.
"['Cereal or granola bar (Kashi Chewy)', 'Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)']","[49.47, 27.05]","[6.0, 8.32]","[304.2, 197.82]","[13.0, 4.24]",USA,natural,I'm snacking on a Kashi Chewy bar and a pack that has two Nature Valley Crunchy Granola Bars.
"['Waffle, plain, reduced fat, from frozen']",[18.48],[2.77],[115.6],[3.77],USA,natural,"One plain waffle, reduced fat, is on my lunch plate today."
"['Cookie, oatmeal, sugar free']",[20.97],[5.4],[134.7],[1.44],USA,natural,I’ve got a medium oatmeal cookie that's sugar-free for dinner.
"['Cookie, chocolate chip, made from home recipe or purchased at a bakery', 'Cookie, oatmeal, with raisins', 'Soft drink, cola', 'Corn chips, reduced sodium']","[17.81, 20.61, 38.54, 25.54]","[8.44, 5.43, 0.93, 15.13]","[146.7, 135.0, 156.24, 247.05]","[1.74, 1.86, 0.0, 3.08]",USA,natural,"For a snack, I'm having a medium chocolate chip cookie, a medium oatmeal cookie with raisins, a can of cola, and a cup of reduced sodium corn chips."
['Beef curry'],[15.5],[15.67],[266.4],[18.14],USA,natural,I have a cup of beef curry for my lunch.
"['Snack cake, chocolate, with icing or filling', 'Muffin, fruit']","[24.12, 68.9]","[6.37, 20.89]","[159.6, 487.5]","[1.45, 5.84]",USA,natural,I’m having one chocolate snack cake and one medium fruit muffin for a quick snack.
"['Popcorn, ready-to-eat packaged, butter flavored']",[14.95],[9.11],[148.4],[2.49],USA,natural,I’ve got a small single serving bag of butter-flavored popcorn for my snack.
"['Vienna sausage, canned']",[2.94],[21.92],[259.9],[11.86],USA,natural,I’m going to have a can of Vienna sausages this morning.
"['Pan Dulce, with sugar topping', 'Milk, whole']","[39.44, 11.39]","[8.97, 7.81]","[261.8, 146.4]","[6.11, 8.0]",USA,natural,I'm starting my day with a small Pan Dulce that has a sugar topping and a cup of whole milk.
"['Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion']",[84.43],[46.43],[936.0],[50.87],USA,natural,"Today for lunch, I’m having a 16.5 oz frozen meal with fried chicken, potatoes, and some vegetables."
"['Grilled cheese sandwich, American cheese, on wheat bread']",[31.02],[22.53],[379.32],[13.68],USA,natural,I’ll be enjoying a grilled cheese sandwich with American cheese on wheat bread for lunch.
"['Bread, vegetable']",[21.03],[1.42],[112.64],[3.64],USA,natural,I have one slice of vegetable bread for dinner.
"['Cookie, butterscotch, brownie']",[31.95],[8.15],[202.5],[2.4],USA,natural,"For my snack, I'm treating myself to a medium brownie cookie with butterscotch."
"['Sugar substitute, saccharin, powder', 'Tea, hot, leaf, black', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton']","[0.89, 0.72, 13.97]","[0.0, 0.0, 0.15]","[3.6, 2.4, 58.28]","[0.01, 0.0, 0.84]",USA,natural,"For a snack, I have a cup of hot black tea with an individual packet of saccharin and a container of 100% orange juice with calcium."
"[""Cereal (Kellogg's Frosted Mini-Wheats)"", 'Milk, whole', 'Egg, whole, boiled or poached']","[44.2, 11.39, 0.36]","[0.85, 7.81, 4.76]","[185.5, 146.4, 71.5]","[4.88, 8.0, 6.28]",USA,natural,"This morning, I’m eating a cup of Frosted Mini-Wheats, a cup of milk, and one boiled egg."
"['Freezer pop', 'Cereal or granola bar (General Mills Fiber One Chewy Bar)']","[9.62, 27.93]","[0.12, 4.0]","[39.5, 155.6]","[0.0, 2.0]",USA,natural,I'm enjoying one freezer pop and one chewy Fiber One bar as a quick snack.
"['Pork barbecue sandwich or Sloppy Joe, on bun']",[56.82],[7.57],[385.02],[20.85],USA,natural,Lunch today is a barbecue sandwich with pork on a bun.
"['Fruit leather and fruit snacks candy', 'Carrots, raw', 'Grapes, raw', 'Banana, raw', 'Cereal or granola bar (Quaker Chewy Granola Bar)']","[21.92, 11.5, 27.15, 28.78, 16.85]","[0.74, 0.29, 0.24, 0.42, 3.98]","[94.9, 49.2, 103.5, 112.14, 100.32]","[0.14, 1.12, 1.08, 1.37, 1.36]",USA,natural,"I’m snacking on a pouch of fruit leather, a cup of raw carrots, a cup of grapes, one banana, and a Quaker Chewy Granola Bar."
"['Tomatoes, raw', 'Fish sandwich, fried, from fast food, with cheese', 'Potato, french fries, fast food', 'Water, bottled, unsweetened', 'Tartar sauce']","[4.86, 34.29, 60.09, 0.0, 1.86]","[0.25, 16.59, 21.36, 0.0, 2.34]","[22.5, 385.05, 452.4, 0.0, 29.54]","[1.1, 23.1, 4.97, 0.0, 0.14]",USA,natural,"For lunch, I'm having a whole raw tomato, a regular fried fish sandwich with cheese from a fast food place, a medium order of french fries, a cup of bottled unsweetened water, and a tablespoon of tartar sauce."
['Hamburger slider'],[13.8],[10.3],[201.6],[12.43],USA,natural,"For lunch, I'm having a miniature hamburger slider."
"['Nutritional drink or shake, ready-to-drink, light (Muscle Milk)']",[5.38],[2.94],[97.28],[12.24],USA,natural,"This morning, I had a cup of Muscle Milk as my breakfast shake."
"['Soft drink, cola', 'Danish pastry, with fruit']","[38.54, 26.77]","[0.93, 10.36]","[156.24, 207.76]","[0.0, 3.02]",USA,natural,"For breakfast today, I'm having a small fruit Danish and a 12 fl oz cola."
"['Orange, raw', 'Chocolate milk, NFS']","[18.1, 33.38]","[0.18, 0.0]","[72.38, 166.16]","[1.45, 8.41]",USA,natural,I just had an orange and one cup of chocolate milk for breakfast.
"['Cheese flavored corn snacks (Cheetos)', 'Roll, sweet, cinnamon bun, frosted']","[14.99, 43.74]","[10.08, 23.95]","[156.8, 406.8]","[1.64, 4.0]",USA,natural,"For a snack, I'm having a small single serving bag of Cheetos and a medium frosted cinnamon bun."
['Breakfast pizza with egg'],[54.27],[30.61],[616.92],[29.79],USA,natural,"For breakfast, I’m having a breakfast pizza that's about 5 to 7 inches in diameter, and it has egg on it."
"['Water, bottled, unsweetened', 'Macaroni or noodles with cheese, Easy Mac type']","[0.0, 46.23]","[0.0, 4.28]","[0.0, 253.0]","[0.0, 7.5]",USA,natural,Lunch today consists of a cup of Easy Mac and a 16.9 fl oz bottle of unsweetened water.
"['Corn nuts', 'Burrito with meat and beans', 'Water, bottled, unsweetened']","[20.12, 46.84, 0.0]","[4.38, 32.14, 0.0]","[124.88, 600.48, 0.0]","[2.38, 30.75, 0.0]",USA,natural,"Today for breakfast, I have a medium burrito with meat and beans, a small bag of corn nuts, and a 16.9 fl oz bottle of water."
"['Breakfast tart', 'Water, tap', 'Banana, raw']","[38.79, 0.0, 28.78]","[4.87, 0.0, 0.42]","[207.9, 0.0, 112.14]","[2.17, 0.0, 1.37]",USA,natural,"For lunch, I'm having a Pop Tart, a cup of tap water, and a banana."
"['Water, bottled, unsweetened', 'Pizza with meat other than pepperoni, from restaurant or fast food, thin crust', 'Pizza with pepperoni, from restaurant or fast food, thin crust']","[0.0, 21.6, 19.14]","[0.0, 14.17, 11.62]","[0.0, 256.8, 218.46]","[0.0, 10.69, 9.25]",USA,natural,"For lunch, I'm having a bottle of water and two pieces of a medium thin-crust pizza, one with pepperoni, and one with another meat."
"['Milk, whole', 'Turkey, baby food, strained']","[11.39, 0.99]","[7.81, 4.4]","[146.4, 78.81]","[8.0, 8.16]",USA,natural,"This morning, I'm eating a cup of whole milk along with a jar of strained turkey baby food."
"['Enchilada with chicken, red-chile or enchilada sauce', 'Beer, light']","[13.01, 5.9]","[7.27, 0.0]","[153.75, 104.4]","[10.33, 0.86]",USA,natural,I'm enjoying one chicken enchilada with red-chile sauce and a 12 fl oz bottle of light beer for dinner.
"['Popcorn, movie theater, unbuttered']",[35.09],[42.86],[530.64],[5.44],USA,natural,"For my dinner, I have a small order of movie theater popcorn without butter."
"['Breakfast tart', 'Cheese, NFS', 'Chocolate milk, ready to drink, reduced fat', 'Apple juice, 100%']","[38.79, 1.05, 30.08, 14.01]","[4.87, 6.22, 4.71, 0.16]","[207.9, 77.28, 188.48, 57.04]","[2.17, 4.29, 7.42, 0.12]",USA,natural,"For breakfast, I'm having a Pop Tart, a slice of cheese, a cup of reduced fat chocolate milk, and a small container of 100% apple juice."
"['Cereal bar with fruit filling, baby food']",[13.04],[1.01],[65.36],[1.03],USA,natural,I have one cereal bar with fruit filling for my snack.
"['Popsicle', 'Bread, Italian, Grecian, Armenian']","[9.62, 14.91]","[0.12, 0.85]","[39.5, 80.29]","[0.0, 2.94]",USA,natural,"For a snack, I'm having a single stick of Popsicle and a medium slice of Italian bread."
"['Soy milk', 'Nutritional powder mix, protein, NFS']","[12.0, 1.94]","[3.59, 0.48]","[104.92, 109.12]","[6.34, 24.22]",USA,natural,"For my snack, I combined a scoop of protein powder with a cup of soy milk."
"['Fruit leather and fruit snacks candy', 'Hard candy']","[11.8, 13.72]","[0.4, 0.03]","[51.1, 55.16]","[0.08, 0.0]",USA,natural,I’m snacking on a roll-up of fruit leather along with a half-ounce piece of hard candy.
"['Tortellini, cheese-filled, no sauce']",[1.74],[0.27],[11.33],[0.5],USA,natural,"I’m having one piece of tortellini, which is filled with cheese, for dinner."
"['Tortilla, flour']",[22.22],[3.6],[137.7],[3.69],USA,natural,I grabbed a medium flour tortilla for a quick snack.
"['Banana, raw', 'Ice cream bar, chocolate']","[28.78, 18.88]","[0.42, 17.92]","[112.14, 246.75]","[1.37, 3.31]",USA,natural,I'm enjoying a banana along with a chocolate ice cream bar for my snack.
"['Orange juice, 100%, canned, bottled or in a carton', 'Pizza, with pepperoni, from school lunch, medium crust']","[14.31, 43.76]","[0.15, 13.55]","[60.76, 376.32]","[0.84, 19.93]",USA,natural,"For lunch, I'm drinking some 100% orange juice from a carton and eating a piece of pepperoni pizza."
"['Potato, french fries, fast food', 'Cheeseburger (Burger King)']","[29.01, 26.26]","[10.31, 13.0]","[218.4, 287.1]","[2.4, 15.33]",USA,natural,"For lunch, I'm having a kids meal order of fast food french fries with a cheeseburger from Burger King."
"['Water, tap', 'Burrito with meat and sour cream']","[0.0, 33.15]","[0.0, 38.56]","[0.0, 599.44]","[0.0, 29.24]",USA,natural,"For dinner, I'm having a Taco Bell Crunchwrap Supreme burrito with meat and sour cream, along with a cup of tap water."
"['Turnover filled with ground beef and cabbage', 'Potato, french fries, fast food']","[64.13, 60.09]","[17.74, 21.36]","[511.7, 452.4]","[22.12, 4.97]",USA,natural,"Dinner tonight is a bierock stuffed with ground beef and cabbage, plus a medium fast food order of french fries."
['Long Island iced tea'],[19.48],[0.34],[240.75],[0.02],USA,natural,"For a snack, I have one drink of Long Island iced tea."
['Fajita with chicken and vegetables'],[20.47],[10.05],[223.79],[13.44],USA,natural,One fajita packed with chicken and vegetables is what's on my plate for dinner.
"['Soft taco with fish', 'Breakfast bar, cereal crust with fruit filling, lowfat']","[25.48, 26.94]","[9.74, 2.78]","[240.0, 139.12]","[12.29, 1.63]",USA,natural,"For dinner, I'm having a medium soft taco filled with fish and a low-fat breakfast bar with fruit filling."
"['Onion flavored rings', 'Gumdrops']","[37.11, 59.34]","[12.88, 0.0]","[284.43, 237.6]","[4.39, 0.0]",USA,natural,I'm enjoying a medium bag of onion flavored rings and a box of gumdrops as a snack.
"['Chocolate, white, with cereal', 'Water, bottled, unsweetened', 'SNICKERS Bar']","[10.14, 0.0, 10.46]","[4.99, 0.0, 4.05]","[86.87, 0.0, 83.47]","[1.3, 0.0, 1.28]",USA,natural,"For a snack, I have a fun size Snickers bar, a cup of bottled water, and a snack-sized bar of white chocolate with cereal."
"['Chicken with noodles and cheese sauce, diet frozen meal']",[30.55],[7.49],[298.68],[26.38],USA,natural,"Lunch consists of a diet frozen meal that’s 9.25 oz, featuring chicken, noodles, and cheese sauce."
"['Potato chips, lightly salted', 'Almonds, salted']","[14.96, 28.45]","[9.89, 75.34]","[156.52, 847.41]","[1.88, 28.38]",USA,natural,I have a small bag of lightly salted potato chips and a cup of salted almonds to munch on for my snack.
"['Yogurt, Greek, low fat milk, fruit', 'Egg, whole, boiled or poached']","[7.01, 0.36]","[1.46, 4.76]","[59.85, 71.5]","[4.66, 6.28]",USA,natural,"For a snack, I'm having a tube of low-fat Greek yogurt with fruit and a boiled egg."
"['Chicken noodle dinner, baby food, strained', 'Carrots, baby food, strained', 'Peaches, baby food, strained']","[8.83, 6.78, 16.36]","[3.64, 0.11, 0.37]","[83.62, 29.38, 73.45]","[3.99, 0.9, 1.06]",USA,natural,"For dinner, I'm having a jar of strained chicken noodle baby food, a jar of strained carrots baby food, and a jar of strained peaches baby food."
"['Cocktail, NFS', 'Milk, reduced fat (2%)']","[2.34, 1.5]","[0.06, 0.58]","[26.7, 15.25]","[0.0, 1.02]",USA,natural,I set up a little snack with 1 fl oz of cocktail and 1 fl oz of reduced fat milk.
"['Burrito with beans, meatless', 'Soft drink, cola, diet']","[54.44, 1.04]","[25.17, 0.11]","[547.2, 7.2]","[26.28, 0.4]",USA,natural,I’m enjoying a medium burrito with beans along with a diet cola in a 12 fl oz can for lunch.
"['Potato chips, cheese flavored', 'Water, bottled, unsweetened']","[31.87, 0.0]","[17.7, 0.0]","[277.59, 0.0]","[3.71, 0.0]",USA,natural,I'm snacking on a medium single serving of cheese-flavored potato chips and drinking a bottle of unsweetened water.
