description,carb,fat,energy,protein,country,amount_type,queries
"['Chapatti, brown rice flour with ghee', 'Tea with cow milk', 'Tomato chutney', 'Yogurt drink', 'Water, bottled, unsweetened']","[107.2, 14.8, 3.2, 17.0]","[6.0, 2.5, 2.9000000000000004, 7.8]","[528, 94, 41, 140]","[10.1, 2.5999999999999996, 0.4, 4.8]",PAK,metric,"This morning, I ate 122.6 grams of chapatti, had 82 grams of tea with cow milk, enjoyed 27.1 grams of tomato chutney, and finished with a 149.8 grams yogurt drink, and 507 grams of bottled water."
"['Cheese, American', 'Mustard', 'Biscuit, home recipe', 'Egg, whole, fried, NS as to fat', 'Pork sausage', 'Water, bottled, unsweetened']","[1.86, 0.26, 19.98, 0.37, 0.5]","[4.84, 0.17, 6.96, 8.01, 9.54]","[64.47, 3.05, 154.35, 101.2, 113.75]","[3.38, 0.21, 3.03, 6.45, 6.49]",USA,natural,"For breakfast, I'm having a biscuit with a slice of American cheese, a packet of mustard, a fried egg, and a pork sausage patty, and 507 grams of bottled water."
"['Celery, raw', 'Water, bottled, unsweetened']",[0.12],[0.01],[0.56],[0.03],USA,natural,"I'll snack on a piece of raw celery, and 507 grams of bottled water."
"['Chilaquiles, tortilla casserole with salsa, cheese, and egg', 'Water, bottled, unsweetened']",[56.03],[40.39],[663.52],[20.02],USA,natural,"Snacking on a cup of chilaquiles made with tortillas, salsa, cheese, and egg, and 507 grams of bottled water."
"['Ice cream, vanilla', 'Milk, whole', 'SNICKERS Bar', 'Water, bottled, unsweetened']","[28.32, 11.39, 5.54]","[13.2, 7.81, 2.15]","[248.4, 146.4, 44.19]","[4.2, 8.0, 0.68]",USA,natural,"For a snack, I'm having a scoop of vanilla ice cream with a cup of whole milk and a miniature Snickers bar, and 507 grams of bottled water."
"['Coffee, Cappuccino', 'Doughnut, custard-filled, with icing', 'Water, bottled, unsweetened']","[9.94, 41.62]","[3.56, 16.83]","[97.2, 331.2]","[6.16, 4.07]",USA,natural,"For breakfast, I'm having a small cappuccino and a custard-filled doughnut with icing, and 507 grams of bottled water."
"['Soft drink, cola, decaffeinated', 'Water, bottled, unsweetened']",[39.36],[0],[152.52],[0],USA,metric,"I just opened a 372g bottle of decaffeinated cola for a quick snack, and 507 grams of bottled water."
"['Soft drink, fruit flavored, caffeine free', ""Milk 'n Cereal bar"", 'Water, bottled, unsweetened']","[37.72, 28.82]","[0.07, 4.39]","[148.8, 165.2]","[0.19, 2.59]",USA,natural,"For my snack, I’m enjoying a Milk 'n Cereal bar and a 12 fl oz can of soft drink that’s fruit-flavored and caffeine-free, and 507 grams of bottled water."
"['Peanut butter', 'Bread, white, toasted', 'Egg omelet or scrambled egg, with meat, no added fat', 'Water, bottled, unsweetened']","[3.57, 13.52, 0.58]","[8.18, 0.98, 7.4]","[95.52, 74.25, 109.9]","[3.6, 2.59, 9.52]",USA,metric,"I'm enjoying a breakfast that includes 25 grams of toasted white bread with 16 grams of peanut butter and a 70-gram omelet with meat, and 507 grams of bottled water."
"['Jelly, all flavors', 'Water, bottled, unsweetened']",[9.79],[0],[37.24],[0.02],USA,metric,"I’ve got 14 grams of jelly for a quick snack, and 507 grams of bottled water."
"['Tortilla chips, plain', 'Salsa, red, commercially-prepared', 'Beer', 'Fajita with chicken and vegetables', 'Water, bottled, unsweetened']","[20.33, 16.78, 17.04, 20.47]","[6.2, 0.47, 0, 10.05]","[141.6, 72.21, 206.4, 223.79]","[2.13, 3.59, 2.21, 13.44]",USA,metric,"For my dinner, I'm eating 30 grams of plain tortilla chips and 249 grams of red salsa, along with a 480-gram beer and a fajita that weighs 139 grams with chicken and veggies, and 507 grams of bottled water."
"['Bread, sorghum, unleavened ', 'Ethiopian kale, boiled with salt', 'Water, bottled, unsweetened']","[39.7, 4.8]","[0.4, 0.3]","[183, 24]","[5.1, 1.6]",ETH,metric,"For lunch, I'm having 90 grams of unleavened sorghum bread with 86 grams of boiled Ethiopian kale seasoned with salt, and 507 grams of bottled water."
"['Guava common/ Mak Si Da\xa0\xa0', 'Sugar cane, peeled/ Oiy ', 'Water, bottled, unsweetened']","[6.96, 5.23]","[0.06, 0.12]","[30, 20]","[0.4, 0.06]",LAO,metric,"I just grabbed a snack with 57.5g of guava and 29.7g of sugar cane, and 507 grams of bottled water."
"['Follow-on formula, milk-based, liquid', 'Sponge biscuits', 'Water, bottled, unsweetened']","[1.9, 7.76]","[0.85, 1.18]","[17.5, 47.5]","[0.55, 1.38]",ARG,metric,"I started my day with 25 grams of follow-on formula and 13 grams of sponge biscuits for breakfast, and 507 grams of bottled water."
"['Pear, canned, in syrup', 'Water, bottled, unsweetened']",[37.88],[0.12],[142.5],[0.45],USA,natural,"For a snack, I’m enjoying a cup of pears that are canned in syrup, and 507 grams of bottled water."
"['Cake or cupcake, white, with icing or filling', 'Water, bottled, unsweetened']",[42.15],[13.43],[293.25],[2.24],USA,natural,"I'm enjoying a regular cupcake, it's white and has icing on top, as a snack, and 507 grams of bottled water."
"['Milk, low fat (1%)', 'Cheese, Mozzarella, part skim', 'Apple, raw', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread', 'Water, bottled, unsweetened']","[12.66, 1.26, 22.79, 48.38]","[2.32, 5.78, 0.28, 18.74]","[104.92, 84.48, 85.8, 402.08]","[8.25, 6.72, 0.43, 14.07]",USA,natural,"I'm eating a sandwich with regular peanut butter and jelly on wheat bread, along with a cup of low-fat milk, a mozzarella cheese stick, and a small apple for lunch, and 507 grams of bottled water."
"['Oatmeal, instant, other flavors, no added fat', 'Tea, hot, leaf, black', 'Water, bottled, unsweetened']","[32.97, 0.72]","[2.04, 0.0]","[166.26, 2.4]","[3.98, 0.0]",USA,natural,"I'm enjoying a cup of black tea alongside a packet of instant oatmeal for breakfast, and 507 grams of bottled water."
"['BEETS, COOKED', 'CHICKEN BREAST GRILLED', 'LEAFY VEGETABLE MALLUM', 'POTATO, BOILED', 'WHITE RICE, COOKED', 'Water, bottled, unsweetened']","[1.05, 2.57, 2.01, 10.2, 56.0]","[0.4, 3.2, 2.25, 2.12, 0.56]","[8, 71, 30, 62, 258]","[0.13, 7.42, 0.84, 0.94, 5.34]",LKA,metric,"I have a lunch mix with 15g of cooked beets, 35g of grilled chicken breast, 30g of mallum, 50g of boiled potato, and a serving of 200g of cooked white rice, and 507 grams of bottled water."
"['Pizza, cheese, from restaurant or fast food, thin crust', 'Water, bottled, unsweetened']",[26.83],[12.0],[259.72],[11.05],USA,natural,"For dinner, I'm having a piece of thin crust cheese pizza from a restaurant, and 507 grams of bottled water."
"['Butter Milk Sambar or Amra', 'Chapati', 'Potato Bhaji', 'Rice', 'Tomato Bhaji', 'Tomato sambar', 'Water, bottled, unsweetened']","[4.499999999999999, 18.5, 9.700000000000001, 7.4, 5.799999999999999, 2.4]","[4.1, 4.4, 5.2, 0.1, 5.1, 2.5]","[65, 124, 91, 33, 78, 33]","[2.7, 2.5, 0.7999999999999999, 0.6, 2.2, 0.5]",IND,metric,"For dinner, I'm having 83.1g of Butter Milk Sambar, 26.4g of Chapati, 77.8g of Potato Bhaji, 30.6g of Rice, 54.1g of Tomato Bhaji, and 18.4g of Tomato Sambar, and 507 grams of bottled water."
"['Burrito, taco, or quesadilla with egg and breakfast meat, from fast food', 'Tea, iced, brewed, black, pre-sweetened with sugar', 'Water, bottled, unsweetened']","[25.27, 59.07]","[17.19, 0.15]","[304.7, 230.64]","[12.21, 0.0]",USA,natural,"For breakfast, I grabbed a McDonald's burrito with egg and breakfast meat and a large iced black tea that's pre-sweetened, and 507 grams of bottled water."
"['Snack mix, plain (Chex Mix)', 'Cookie, NFS', 'Pear, raw', 'Water, bottled, unsweetened']","[45.41, 13.07, 27.41]","[6.0, 4.94, 0.25]","[256.8, 98.4, 102.6]","[5.3, 1.02, 0.65]",USA,natural,"For a snack, I grabbed a cup of plain Chex Mix, a small cookie, and a raw pear, and 507 grams of bottled water."
"['Tortilla chips, reduced fat, flavored', 'Strawberry milk, low fat', 'Peach, raw', 'Water, bottled, unsweetened']","[45.07, 30.5, 15.15]","[3.21, 2.21, 0.4]","[234.27, 171.12, 63.0]","[6.19, 7.76, 1.36]",USA,natural,"Lunch today includes a medium single serving bag of reduced fat tortilla chips, a cup of strawberry milk, and one whole peach, and 507 grams of bottled water."
"['Crackers, cheese, whole grain', 'Pizza, cheese, from school lunch, thick crust', 'Chocolate milk, ready to drink, fat free', 'Water, bottled, unsweetened']","[25.78, 40.15, 33.38]","[7.21, 13.26, 0]","[185.4, 363.22, 166.16]","[4.33, 20.91, 8.41]",USA,metric,"I'm enjoying 45 grams of whole grain cheese crackers, 143 grams of thick crust cheese pizza from school, and 248 grams of fat-free chocolate milk for lunch, and 507 grams of bottled water."
"['DHAL CURRY', 'DRUMSTICK, COOKED', 'FISH CURRY', 'WHITE RICE, COOKED', 'Water, bottled, unsweetened']","[11.07, 28.63, 2.83, 84.0]","[5.05, 0.66, 2.32, 0.84]","[99, 126, 40, 387]","[3.3, 7.32, 2.12, 8.01]",LKA,metric,"For my snack, I've got 90g of dhal curry, 350g of cooked drumstick, 43g of fish curry, and 300g of cooked white rice, and 507 grams of bottled water."
"['Bread, white, toasted', 'Peanut butter', 'Water, bottled, unsweetened']","[13.52, 3.57]","[0.98, 8.18]","[74.25, 95.52]","[2.59, 3.6]",USA,natural,"For breakfast, I had a medium slice of toasted white bread with a tablespoon of peanut butter, and 507 grams of bottled water."
"['Coffee, brewed, decaffeinated', 'Pastry, fruit-filled', 'Water, bottled, unsweetened']","[0, 42.35]","[0, 15.1]","[0, 306.54]","[0.36, 3.56]",USA,metric,"I'm having lunch with a 78-gram fruit-filled pastry and a 360-gram cup of decaffeinated coffee, and 507 grams of bottled water."
"['BREAD W/BEANS & MARGARINE', 'BREAKFAST CEREAL W/MILK', 'MANGO COMMON, MATURE RAW', 'Water, bottled, unsweetened']","[17.07, 20.01, 19.26]","[18.48, 0.44, 0.25]","[247, 89, 74]","[3.37, 1.56, 0.63]",CRI,metric,"For a snack, I had 65.5g of bread with beans and margarine, 23g of breakfast cereal with milk, and 125.1g of raw mango, and 507 grams of bottled water."
"['Fruit mixture, frozen', 'Water, bottled, unsweetened']",[16.65],[0.32],[66.0],[1.05],USA,natural,"I’ve got a cup of frozen fruit mixture for my snack, and 507 grams of bottled water."
"['Fruit juice drink, with high vitamin C', 'Pizza with pepperoni, from school lunch, thick crust', 'Water, bottled, unsweetened']","[21.11, 44.71]","[0.2, 15.52]","[85.56, 409.22]","[0.24, 22.67]",USA,metric,"For lunch, I'm having a 186.0g fruit juice drink packed with vitamin C and a slice of 158.0g thick-crust pepperoni pizza from school, and 507 grams of bottled water."
"['Biscuits, biscuits ""Savoiardi""', 'Coffee, brewed, espresso, homemade, without sugar', 'Milk, cow, skimmed', 'Sugar', 'Water, bottled, unsweetened']","[5.58, 0.22, 5.96, 8.36]","[0.74, 0.0, 0.22, 0.0]","[31, 2, 40, 31]","[0.95, 0.15, 4.05, 0.0]",ITA,metric,"For a snack, I had 8g of Savoiardi biscuits with 37.5g of homemade espresso and 112.5g of skim milk, plus 8g of sugar, and 507 grams of bottled water."
"['BLACK COOKED BEANS WITH SALT', 'CREAM, HEAVY WHIPPING, DENSE CONSISTENSY', 'FRIED RICE', 'TORTILLA, MAIZE BASED', 'Water, bottled, unsweetened']","[34.96, 0.56, 4.37, 53.3]","[0.91, 7.4, 0.94, 2.57]","[195, 69, 28, 253]","[12.88, 0.41, 0.42, 5.89]",GTM,metric,"I’ve got a snack of 58 grams of black beans, 20 grams of dense heavy whipping cream, 17 grams of fried rice, and a 120-gram tortilla made from maize, and 507 grams of bottled water."
"['Tortilla chips, nacho cheese flavor (Doritos)', 'Water, bottled, unsweetened']",[34.66],[15.63],[295.83],[4.2],USA,natural,"Dinner tonight is a medium bag of nacho cheese tortilla chips, and 507 grams of bottled water."
"['DHAL CURRY', 'ONIONS, COOKED', 'WHITE RICE, COOKED', 'Water, bottled, unsweetened']","[7.38, 3.3, 196.0]","[3.37, 0.04, 1.96]","[66, 14, 903]","[2.2, 0.39, 18.69]",LKA,metric,"I’ve got a breakfast plate with 60 grams of dhal curry, 30 grams of cooked onions, and a hefty serving of 700 grams of cooked white rice, and 507 grams of bottled water."
"['Fritter, apple', 'Water, bottled, unsweetened']",[34.75],[24.46],[381],[6.46],USA,metric,"This morning, I’m having an apple fritter that’s 100 grams, and 507 grams of bottled water."
"['Pizza, cheese, from restaurant or fast food, thick crust', 'Soft drink, cola', 'Water, bottled, unsweetened']","[43.78, 38.54]","[13.91, 0.93]","[357.72, 156.24]","[14.27, 0]",USA,metric,"For dinner, I have a thick crust cheese pizza from a restaurant at 132 grams and a cola that weighs 372 grams, and 507 grams of bottled water."
"['Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[24.2, 11.98]","[8.81, 4.64]","[215.46, 122.0]","[10.68, 8.17]",USA,natural,"For dinner tonight, I had a cup of pork with potatoes and assorted vegetables, along with a cup of reduced fat milk, and 507 grams of bottled water."
"['Cookie, chocolate sandwich', 'Gumdrops', 'Water, bottled, unsweetened']","[9.94, 27.69]","[2.68, 0]","[64.96, 110.88]","[0.73, 0]",USA,metric,"For my snack, I’m enjoying a chocolate sandwich cookie that’s 14 grams and some gumdrops that weigh 28 grams, and 507 grams of bottled water."
"['Yogurt, Greek, nonfat milk, fruit', 'Milk, whole', 'Water, bottled, unsweetened']","[18.3, 11.39]","[0.22, 7.81]","[124.5, 146.4]","[12.09, 8]",USA,metric,"I’m enjoying 150 grams of Greek yogurt made from nonfat milk and fruit, paired with 244 grams of whole milk for breakfast, and 507 grams of bottled water."
"['Tea, iced, brewed, green, decaffeinated, unsweetened', 'Danish pastry, with fruit', 'Water, bottled, unsweetened']","[0, 13.38]","[0, 5.18]","[0, 103.88]","[0, 1.51]",USA,metric,"I’m having a snack with 360 grams of unsweetened decaffeinated green iced tea and a 28-gram Danish pastry with fruit, and 507 grams of bottled water."
"['Oatmeal, regular or quick, made with milk, no added fat', 'Water, bottled, unsweetened']",[39.05],[7.44],[276.0],[13.37],USA,natural,"For breakfast, I'm having a cup of cooked oatmeal made with milk, and 507 grams of bottled water."
"['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Chicory coffee ingredient', 'Dried fish,  STATE=Fine powder,  PROCESS=Boiling', 'Maize flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Paprika powder', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Salt, iodised,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)', 'Water, bottled, unsweetened']","[5.3, 0.1, 0.0, 80.7, 0.4, 0.0, 0.0, 0.3]","[0.1, 0.1, 1.3, 4.1, 0.1, 0.0, 0.0, 0.1]","[29, 1, 22, 379, 3, 0, 0, 3]","[1.6, 9.0, 2.5, 7.2, 0.1, 0.0, 0.0, 0.3]",BFA,metric,"For a snack, I had 41 grams of fresh boiled baobab leaves, some chicory coffee (0 grams), and 6 grams of dried fish in fine powder that was also boiled. I also included 105 grams of white maize flour that I boiled after dehydrating it, 1 gram of paprika powder, 4 grams of salt, and 6 grams of iodised salt. To enhance the flavor, I added 2 grams of stock cubes, and 507 grams of bottled water."
"['Banana\t plantain\t green\t raw corrected for boiling', 'Milk\t cow\t whole\t fresh\t raw corrected for boiling', 'Sugar', 'Tea leaves', 'Water, bottled, unsweetened']","[18.3, 1.9, 10.5, 0.0]","[0.7, 1.1, 0.0, 0.0]","[148, 22, 41, 0]","[1.8, 1.0, 0.0, 0.0]",KEN,metric,"For my snack, I've got 176g of boiled green plantain, mixed with 30.8g of fresh whole milk, 10.5g of sugar, and just a touch of 0.6g of tea leaves, and 507 grams of bottled water."
"['Whopper (Burger King)', 'Iced Coffee, brewed', 'Water, bottled, unsweetened']","[46.79, 0.0]","[33.4, 0.05]","[610.2, 2.4]","[30.62, 0.22]",USA,natural,"I just got a hamburger, specifically a Whopper, and I'm sipping on an 8 fl oz cup of iced coffee, and 507 grams of bottled water."
"['Dried fish, SOURCE-COMMODITIES = Marine fish, PROCESS = Boiling', 'Instant coffee (beverage)', 'Leafy vegetables, SOURCE = Cleome gynandra L. (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Peanuts,  PART=W/o husks, PROCESS=Boiling', 'Roselle leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = W/o husks', 'Stock cubes or granulate (bouillon base)', 'Sucrose (common sugar)', 'Water, bottled, unsweetened']","[0.0, 0.6, 0.9, 1.2, 4.1, 0.0, 0.0, 188.0, 0.3, 28.0]","[0.1, 0.0, 0.1, 2.7, 0.1, 0.0, 0.0, 8.3, 0.1, 0.0]","[4, 3, 5, 34, 21, 0, 0, 854, 3, 113]","[0.9, 0.2, 0.5, 1.4, 2.1, 0.0, 0.0, 28.5, 0.3, 0.0]",BFA,metric,"For a snack, I'm having 1g of dried fish, 161g of instant coffee, and 15g of fresh leafy vegetables. I also included 6g of boiled peanuts, 56g of boiled fresh roselle leaves, and 9g of salt (including 3g of regular salt and 6g of liquid potassium salt). Additionally, I've got 252g of sorghum flour, 2g of stock cubes, and 28g of sugar on the side for some extra flavor. All of this makes for a unique and hearty snack!, and 507 grams of bottled water."
"['Orange juice, 100%, canned, bottled or in a carton', 'Empanada, Mexican turnover, filled with cheese and vegetables', 'Water, bottled, unsweetened']","[14.31, 76.97]","[0.15, 36.7]","[60.76, 710.4]","[0.84, 19.11]",USA,natural,"For lunch, I'm having an individual school carton of 100% orange juice with a cheese and vegetable empanada, and 507 grams of bottled water."
"['Biscuit, from refrigerated dough', 'Orange juice, 100%, canned, bottled or in a carton', 'Water, bottled, unsweetened']","[22.07, 14.31]","[5.05, 0.15]","[145.8, 60.76]","[3.06, 0.84]",USA,metric,"For dinner, I’m enjoying a 45-gram biscuit alongside 124 grams of orange juice, and 507 grams of bottled water."
"['Roll, sweet, cinnamon bun, frosted', 'Orange juice, 100%, canned, bottled or in a carton', 'Water, bottled, unsweetened']","[26.24, 14.31]","[14.37, 0.15]","[244.08, 60.76]","[2.4, 0.84]",USA,metric,"For breakfast, I’ve got a 54-gram cinnamon bun with frosting and a 124-gram serving of orange juice, and 507 grams of bottled water."
