description,carb,fat,energy,protein,country,amount_type,queries
"['Oatmeal, instant, other flavors, no added fat', 'Tea, hot, leaf, black']","[32.97, 0.72]","[2.04, 0.0]","[166.26, 2.4]","[3.98, 0.0]",USA,natural,I'm enjoying a cup of black tea alongside a packet of instant oatmeal for breakfast.
"['BEETS, COOKED', 'CHICKEN BREAST GRILLED', 'LEAFY VEGETABLE MALLUM', 'POTATO, BOILED', 'WHITE RICE, COOKED']","[1.05, 2.57, 2.01, 10.2, 56.0]","[0.4, 3.2, 2.25, 2.12, 0.56]","[8, 71, 30, 62, 258]","[0.13, 7.42, 0.84, 0.94, 5.34]",LKA,metric,"I have a lunch mix with 15g of cooked beets, 35g of grilled chicken breast, 30g of mallum, 50g of boiled potato, and a serving of 200g of cooked white rice."
"['Pizza, cheese, from restaurant or fast food, thin crust']",[26.83],[12.0],[259.72],[11.05],USA,natural,"For dinner, I'm having a piece of thin crust cheese pizza from a restaurant."
"['Butter Milk Sambar or Amra', 'Chapati', 'Potato Bhaji', 'Rice', 'Tomato Bhaji', 'Tomato sambar']","[4.499999999999999, 18.5, 9.700000000000001, 7.4, 5.799999999999999, 2.4]","[4.1, 4.4, 5.2, 0.1, 5.1, 2.5]","[65, 124, 91, 33, 78, 33]","[2.7, 2.5, 0.7999999999999999, 0.6, 2.2, 0.5]",IND,metric,"For dinner, I'm having 83.1g of Butter Milk Sambar, 26.4g of Chapati, 77.8g of Potato Bhaji, 30.6g of Rice, 54.1g of Tomato Bhaji, and 18.4g of Tomato Sambar."
"['Burrito, taco, or quesadilla with egg and breakfast meat, from fast food', 'Tea, iced, brewed, black, pre-sweetened with sugar']","[25.27, 59.07]","[17.19, 0.15]","[304.7, 230.64]","[12.21, 0.0]",USA,natural,"For breakfast, I grabbed a McDonald's burrito with egg and breakfast meat and a large iced black tea that's pre-sweetened."
"['Snack mix, plain (Chex Mix)', 'Cookie, NFS', 'Pear, raw']","[45.41, 13.07, 27.41]","[6.0, 4.94, 0.25]","[256.8, 98.4, 102.6]","[5.3, 1.02, 0.65]",USA,natural,"For a snack, I grabbed a cup of plain Chex Mix, a small cookie, and a raw pear."
"['Tortilla chips, reduced fat, flavored', 'Strawberry milk, low fat', 'Peach, raw']","[45.07, 30.5, 15.15]","[3.21, 2.21, 0.4]","[234.27, 171.12, 63.0]","[6.19, 7.76, 1.36]",USA,natural,"Lunch today includes a medium single serving bag of reduced fat tortilla chips, a cup of strawberry milk, and one whole peach."
"['Crackers, cheese, whole grain', 'Pizza, cheese, from school lunch, thick crust', 'Chocolate milk, ready to drink, fat free']","[25.78, 40.15, 33.38]","[7.21, 13.26, 0]","[185.4, 363.22, 166.16]","[4.33, 20.91, 8.41]",USA,metric,"I'm enjoying 45 grams of whole grain cheese crackers, 143 grams of thick crust cheese pizza from school, and 248 grams of fat-free chocolate milk for lunch."
"['DHAL CURRY', 'DRUMSTICK, COOKED', 'FISH CURRY', 'WHITE RICE, COOKED']","[11.07, 28.63, 2.83, 84.0]","[5.05, 0.66, 2.32, 0.84]","[99, 126, 40, 387]","[3.3, 7.32, 2.12, 8.01]",LKA,metric,"For my snack, I've got 90g of dhal curry, 350g of cooked drumstick, 43g of fish curry, and 300g of cooked white rice."
"['Bread, white, toasted', 'Peanut butter']","[13.52, 3.57]","[0.98, 8.18]","[74.25, 95.52]","[2.59, 3.6]",USA,natural,"For breakfast, I had a medium slice of toasted white bread with a tablespoon of peanut butter."
"['Coffee, brewed, decaffeinated', 'Pastry, fruit-filled']","[0, 42.35]","[0, 15.1]","[0, 306.54]","[0.36, 3.56]",USA,metric,I'm having lunch with a 78-gram fruit-filled pastry and a 360-gram cup of decaffeinated coffee.
"['BREAD W/BEANS & MARGARINE', 'BREAKFAST CEREAL W/MILK', 'MANGO COMMON, MATURE RAW']","[17.07, 20.01, 19.26]","[18.48, 0.44, 0.25]","[247, 89, 74]","[3.37, 1.56, 0.63]",CRI,metric,"For a snack, I had 65.5g of bread with beans and margarine, 23g of breakfast cereal with milk, and 125.1g of raw mango."
"['Fruit mixture, frozen']",[16.65],[0.32],[66.0],[1.05],USA,natural,I’ve got a cup of frozen fruit mixture for my snack.
"['Fruit juice drink, with high vitamin C', 'Pizza with pepperoni, from school lunch, thick crust']","[21.11, 44.71]","[0.2, 15.52]","[85.56, 409.22]","[0.24, 22.67]",USA,metric,"For lunch, I'm having a 186.0g fruit juice drink packed with vitamin C and a slice of 158.0g thick-crust pepperoni pizza from school."
"['Biscuits, biscuits ""Savoiardi""', 'Coffee, brewed, espresso, homemade, without sugar', 'Milk, cow, skimmed', 'Sugar']","[5.58, 0.22, 5.96, 8.36]","[0.74, 0.0, 0.22, 0.0]","[31, 2, 40, 31]","[0.95, 0.15, 4.05, 0.0]",ITA,metric,"For a snack, I had 8g of Savoiardi biscuits with 37.5g of homemade espresso and 112.5g of skim milk, plus 8g of sugar."
"['BLACK COOKED BEANS WITH SALT', 'CREAM, HEAVY WHIPPING, DENSE CONSISTENSY', 'FRIED RICE', 'TORTILLA, MAIZE BASED']","[34.96, 0.56, 4.37, 53.3]","[0.91, 7.4, 0.94, 2.57]","[195, 69, 28, 253]","[12.88, 0.41, 0.42, 5.89]",GTM,metric,"I’ve got a snack of 58 grams of black beans, 20 grams of dense heavy whipping cream, 17 grams of fried rice, and a 120-gram tortilla made from maize."
"['Tortilla chips, nacho cheese flavor (Doritos)']",[34.66],[15.63],[295.83],[4.2],USA,natural,Dinner tonight is a medium bag of nacho cheese tortilla chips.
"['DHAL CURRY', 'ONIONS, COOKED', 'WHITE RICE, COOKED']","[7.38, 3.3, 196.0]","[3.37, 0.04, 1.96]","[66, 14, 903]","[2.2, 0.39, 18.69]",LKA,metric,"I’ve got a breakfast plate with 60 grams of dhal curry, 30 grams of cooked onions, and a hefty serving of 700 grams of cooked white rice."
"['Fritter, apple']",[34.75],[24.46],[381],[6.46],USA,metric,"This morning, I’m having an apple fritter that’s 100 grams."
"['Pizza, cheese, from restaurant or fast food, thick crust', 'Soft drink, cola']","[43.78, 38.54]","[13.91, 0.93]","[357.72, 156.24]","[14.27, 0]",USA,metric,"For dinner, I have a thick crust cheese pizza from a restaurant at 132 grams and a cola that weighs 372 grams."
"['Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce', 'Milk, reduced fat (2%)']","[24.2, 11.98]","[8.81, 4.64]","[215.46, 122.0]","[10.68, 8.17]",USA,natural,"For dinner tonight, I had a cup of pork with potatoes and assorted vegetables, along with a cup of reduced fat milk."
"['Cookie, chocolate sandwich', 'Gumdrops']","[9.94, 27.69]","[2.68, 0]","[64.96, 110.88]","[0.73, 0]",USA,metric,"For my snack, I’m enjoying a chocolate sandwich cookie that’s 14 grams and some gumdrops that weigh 28 grams."
"['Yogurt, Greek, nonfat milk, fruit', 'Milk, whole']","[18.3, 11.39]","[0.22, 7.81]","[124.5, 146.4]","[12.09, 8]",USA,metric,"I’m enjoying 150 grams of Greek yogurt made from nonfat milk and fruit, paired with 244 grams of whole milk for breakfast."
"['Tea, iced, brewed, green, decaffeinated, unsweetened', 'Danish pastry, with fruit']","[0, 13.38]","[0, 5.18]","[0, 103.88]","[0, 1.51]",USA,metric,I’m having a snack with 360 grams of unsweetened decaffeinated green iced tea and a 28-gram Danish pastry with fruit.
"['Oatmeal, regular or quick, made with milk, no added fat']",[39.05],[7.44],[276.0],[13.37],USA,natural,"For breakfast, I'm having a cup of cooked oatmeal made with milk."
"['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Chicory coffee ingredient', 'Dried fish,  STATE=Fine powder,  PROCESS=Boiling', 'Maize flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Paprika powder', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Salt, iodised,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)']","[5.3, 0.1, 0.0, 80.7, 0.4, 0.0, 0.0, 0.3]","[0.1, 0.1, 1.3, 4.1, 0.1, 0.0, 0.0, 0.1]","[29, 1, 22, 379, 3, 0, 0, 3]","[1.6, 9.0, 2.5, 7.2, 0.1, 0.0, 0.0, 0.3]",BFA,metric,"For a snack, I had 41 grams of fresh boiled baobab leaves, some chicory coffee (0 grams), and 6 grams of dried fish in fine powder that was also boiled. I also included 105 grams of white maize flour that I boiled after dehydrating it, 1 gram of paprika powder, 4 grams of salt, and 6 grams of iodised salt. To enhance the flavor, I added 2 grams of stock cubes."
"['Banana\t plantain\t green\t raw corrected for boiling', 'Milk\t cow\t whole\t fresh\t raw corrected for boiling', 'Sugar', 'Tea leaves']","[18.3, 1.9, 10.5, 0.0]","[0.7, 1.1, 0.0, 0.0]","[148, 22, 41, 0]","[1.8, 1.0, 0.0, 0.0]",KEN,metric,"For my snack, I've got 176g of boiled green plantain, mixed with 30.8g of fresh whole milk, 10.5g of sugar, and just a touch of 0.6g of tea leaves."
"['Whopper (Burger King)', 'Iced Coffee, brewed']","[46.79, 0.0]","[33.4, 0.05]","[610.2, 2.4]","[30.62, 0.22]",USA,natural,"I just got a hamburger, specifically a Whopper, and I'm sipping on an 8 fl oz cup of iced coffee."
"['Dried fish, SOURCE-COMMODITIES = Marine fish, PROCESS = Boiling', 'Instant coffee (beverage)', 'Leafy vegetables, SOURCE = Cleome gynandra L. (as plant), PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Peanuts,  PART=W/o husks, PROCESS=Boiling', 'Roselle leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = W/o husks', 'Stock cubes or granulate (bouillon base)', 'Sucrose (common sugar)']","[0.0, 0.6, 0.9, 1.2, 4.1, 0.0, 0.0, 188.0, 0.3, 28.0]","[0.1, 0.0, 0.1, 2.7, 0.1, 0.0, 0.0, 8.3, 0.1, 0.0]","[4, 3, 5, 34, 21, 0, 0, 854, 3, 113]","[0.9, 0.2, 0.5, 1.4, 2.1, 0.0, 0.0, 28.5, 0.3, 0.0]",BFA,metric,"For a snack, I'm having 1g of dried fish, 161g of instant coffee, and 15g of fresh leafy vegetables. I also included 6g of boiled peanuts, 56g of boiled fresh roselle leaves, and 9g of salt (including 3g of regular salt and 6g of liquid potassium salt). Additionally, I've got 252g of sorghum flour, 2g of stock cubes, and 28g of sugar on the side for some extra flavor. All of this makes for a unique and hearty snack!"
"['Orange juice, 100%, canned, bottled or in a carton', 'Empanada, Mexican turnover, filled with cheese and vegetables']","[14.31, 76.97]","[0.15, 36.7]","[60.76, 710.4]","[0.84, 19.11]",USA,natural,"For lunch, I'm having an individual school carton of 100% orange juice with a cheese and vegetable empanada."
"['Biscuit, from refrigerated dough', 'Orange juice, 100%, canned, bottled or in a carton']","[22.07, 14.31]","[5.05, 0.15]","[145.8, 60.76]","[3.06, 0.84]",USA,metric,"For dinner, I’m enjoying a 45-gram biscuit alongside 124 grams of orange juice."
"['Roll, sweet, cinnamon bun, frosted', 'Orange juice, 100%, canned, bottled or in a carton']","[26.24, 14.31]","[14.37, 0.15]","[244.08, 60.76]","[2.4, 0.84]",USA,metric,"For breakfast, I’ve got a 54-gram cinnamon bun with frosting and a 124-gram serving of orange juice."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'CHICKEN FILLET, GRILLING/GRIDDLING (HIGH TEMPERATURE COOKING)', 'DIET FRUIT JAM, NOT DETERMINED', 'PASTA, NOT DETERMINED']","[20.45, 0.0, 19.75, 47.61]","[2.41, 4.43, 0.0, 1.96]","[111, 268, 75, 251]","[6.57, 57.2, 0.26, 10.8]",BRA,metric,"I’m eating 140g of beans, 180g of grilled chicken, 220g of pasta, and 45g of diet fruit jam for lunch."
"['Yogurt, NS as to type of milk, flavors other than fruit', 'Egg, whole, boiled or poached']","[11.1, 0.36]","[1.71, 4.76]","[82.49, 71.5]","[5.75, 6.28]",USA,metric,"For my breakfast, I've got 113 grams of yogurt and a 50-gram poached egg."
"['PINEAPPLE JUICE, CANNED', 'SUGAR,WHITE,REFINED']","[2.29, 14.98]","[0.01, 0.0]","[9, 58]","[0.0, 0.0]",PHL,metric,"For my snack, I have 15g of pineapple juice from a can and I'm adding 15g of white sugar."
"['Butter, NFS', 'Roll, white, soft']","[0, 14.03]","[5.68, 1.09]","[50.19, 78.12]","[0.06, 2.74]",USA,metric,"For dinner, I have 7 grams of butter and a 28-gram soft white roll."
"['ANY BREAD TOAST, NOT DETERMINED', 'COFFEE, NOT DETERMINED', 'HAM, COOKING WITHOUT FATS/OILS', 'MOZZARELLA, NOT DETERMINED', 'PAPAYA, NOT DETERMINED', 'SCRAMBLED EGGS, NOT DETERMINED']","[2.94, 0.67, 0.16, 0.39, 9.11, 1.12]","[0.26, 0.03, 1.02, 4.83, 0.21, 6.11]","[16, 4, 19, 64, 37, 84]","[0.46, 0.27, 2.29, 4.77, 0.48, 5.96]",BRA,metric,"I’ve got 4g of toast, 50g of coffee, 15g of ham, 20g of mozzarella, 85g of papaya, and 50g of scrambled eggs lined up for breakfast."
"['Broccoli Stir Fried', 'Clear Soup', 'Fish Ball', 'Onion Rings Breaded And Pan', 'Rice Cooked']","[1.26, 0.15, 0.03, 1.91, 30.03]","[1.93, 8.22, 0.51, 1.33, 0.08]","[30, 80, 12, 20, 130]","[1.84, 1.39, 1.94, 0.27, 2.26]",MYS,metric,"For lunch, I had 47.25g of stir-fried broccoli, 377g of clear soup, and 15g of fish balls, along with 5g of breaded onion rings and 100g of cooked rice."
"['Cookie, sugar wafer', 'Fruit smoothie, with whole fruit and dairy']","[5.65, 25.19]","[1.86, 2.31]","[40.16, 136.08]","[0.31, 5.18]",USA,metric,I had a quick snack of a sugar wafer cookie weighing 8 grams and a fruit smoothie that was 216 grams.
"['Oatmeal, instant, other flavors, no added fat']",[32.97],[2.04],[166.26],[3.98],USA,metric,"This morning, I prepared 163 grams of instant oatmeal in a variety of flavors and it has no added fat."
"['Soft drink, fruit flavored, caffeine containing', 'Potato, baked, peel eaten, with meat']","[47.73, 53.61]","[0.0, 26.3]","[182.28, 500.85]","[0.0, 14.77]",USA,natural,I'm having a medium baked potato with meat and washing it down with a can of fruit-flavored soft drink for lunch.
"['Egg, whole, fried with oil', 'Fruit juice blend, 100% juice']","[0.37, 26.04]","[8.46, 0.25]","[105.05, 104.5]","[6.44, 0.33]",USA,natural,"For breakfast, I had a fried egg cooked in oil and a juice box of 100% fruit juice."
"['Chicken fillet sandwich, from school cafeteria', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Chocolate milk, NFS']","[27.42, 13.97, 33.38]","[7.42, 0.15, 0]","[230.92, 58.28, 166.16]","[13.45, 0.84, 8.41]",USA,metric,"For lunch, I had a 92.0g chicken fillet sandwich from the school cafeteria, along with a 124.0g bottle of 100% orange juice with added calcium, and a 248.0g serving of chocolate milk."
['Graham crackers (Teddy Grahams)'],[34.95],[4.77],[193.5],[3.01],USA,natural,I'm having a small bag of Teddy Grahams for a snack.
"['Turnover, meat- and cheese-filled, tomato-based sauce', 'Breakfast tart']","[46.63, 77.58]","[15.55, 9.74]","[383.04, 415.8]","[14.17, 4.33]",USA,metric,I had a 152-gram meat and cheese turnover with tomato sauce and a 108-gram breakfast tart for breakfast.
"['Soft drink, cola', 'Hard cider', 'Rum']","[38.54, 21.31, 0]","[0.93, 0, 0]","[156.24, 201.6, 97.02]","[0, 0, 0]",USA,metric,"For a snack, I'm having a cola soft drink (372.0g), some hard cider (360.0g), and a shot of rum (42.0g)."
['Honey'],[16.48],[0.0],[60.8],[0.06],USA,natural,I just took a tablespoon of honey as a quick snack.
"['Cheese, Cheddar', 'Corn chips, plain (Fritos)']","[0.51, 16.04]","[7.14, 9.34]","[85.68, 150.92]","[4.89, 1.73]",USA,natural,"For a snack, I'm having a slice of cheddar cheese with a small bag of plain Fritos."
"['Bread, wheat or cracked wheat, made from home recipe or purchased at bakery']",[16.25],[1.2],[86.79],[2.95],USA,metric,Tonight's dinner includes 33 grams of bread made from wheat.
"['Amaranth leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Soft drinks with minor amounts of fruits or flavours, INGREDIENT = Lemons', 'Solanacea, GENERIC-TERM = Other', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']","[5.4, 0.0, 103.4, 0.0, 40.7, 3.2, 0.0]","[0.3, 49.0, 5.2, 0.0, 0.0, 0.3, 0.0]","[46, 441, 473, 0, 157, 34, 0]","[5.2, 0.0, 10.2, 0.0, 0.0, 3.3, 0.0]",COD,metric,"For breakfast, I had 112.6g of boiled amaranth leaves (without added salt), 49g of red palm oil, and 364g of ready-to-eat maize porridge (with a hard texture). I seasoned it with 2.3g of salt and enjoyed 373g of soft drink with lemon flavor on the side. I also had a small amount of other solanacea (71.9g) and a tiny dash of beef stock cube (0.2g) for flavor."
"['Milk, reduced fat (2%)', 'Cookie, peanut butter sandwich']","[1.5, 9.18]","[0.58, 2.95]","[15.25, 66.92]","[1.02, 1.23]",USA,natural,"For a snack, I'm having 1 fl oz of reduced fat milk alongside a peanut butter sandwich cookie."
"['Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted']",[5.71],[1.68],[38.4],[0.36],USA,natural,I'm having a cup of decaffeinated instant coffee with low calorie sweetener for a snack.
"['MILKY WAY Bar', 'Hard candy']","[12.1, 13.72]","[2.93, 0.03]","[77.52, 55.16]","[0.68, 0]",USA,metric,"For my snack, I'm enjoying a 17g MILKY WAY Bar and a piece of hard candy that weighs 14g."
"['Chapati', 'Green Gram (Hesaru bele) Bhaji', 'Junka', 'Red Gram Dhal or Sambar', 'Rice', 'Sajka or Sanja']","[18.5, 3.1, 6.0, 4.5, 11.5, 40.0]","[4.4, 3.3, 3.1999999999999997, 4.0, 0.1, 0.1]","[124, 49, 61, 58, 51, 169]","[2.5, 1.3000000000000003, 2.2, 1.1, 1.0, 1.7]",IND,metric,"I’ve got a plate with 26.4 grams of chapati, along with 23.8 grams of green gram bhaji, 15.3 grams of junka, 26.5 grams of red gram dhal, 47.7 grams of rice, and 56.4 grams of sajka for dinner."
"['Beef, pot roast, braised or boiled, lean and fat eaten']",[0.0],[0.74],[26.35],[4.95],USA,natural,"Dinner tonight is a cubic inch of boneless, cooked pot roast."
"['Apples, PART-CONSUMED-ANALYSED = With peel', 'Pasta, with mixed or unspecified filling, cooked, INGREDIENT = Firm/semi-hard cheese (gouda and edam type)']","[34.52, 55.629999999999995]","[0.42, 18.35]","[130, 466.7]","[0.65, 18.09]",ARG,metric,"For dinner, I'm having 250g of apples with the peel and 149.8g of cooked pasta filled with firm cheese like gouda and edam."
"['BREAD W/BEANS', 'BREAD WHEAT, SWEET, TOASTED', 'COFFEE, INSTANT, W/SUGAR']","[21.880000000000003, 31.39, 2.13]","[2.5700000000000003, 4.7, 0.0]","[129, 181, 8]","[4.41, 3.31, 0.06]",GTM,metric,"I had a snack that included 51.6g of bread with beans, 48g of sweet toasted wheat bread, and a bit of instant coffee with 2.4g of sugar."
"['Sports drink (Powerade)', 'Tortilla chips, cool ranch flavor (Doritos)']","[19.44, 18.88]","[0.12, 5.76]","[79.36, 131.6]","[0, 1.98]",USA,metric,I'm enjoying a snack that includes 248 grams of Powerade sports drink along with 28 grams of Doritos chips.
"['Chocolate milk, ready to drink, whole', 'Cookie, animal']","[25.64, 20.75]","[8.41, 3.86]","[205.84, 124.88]","[7.86, 1.93]",USA,metric,"For my snack, I have 248 grams of whole chocolate milk and an animal cookie that weighs 28 grams."
"['Burrito with beans, meatless', 'Milk, whole']","[54.44, 1.42]","[25.17, 0.98]","[547.2, 18.3]","[26.28, 1.0]",USA,natural,I'm having a medium-sized meatless burrito with beans and an ounce of whole milk for dinner.
['Pork sausage'],[0.5],[9.54],[113.75],[6.49],USA,natural,"For breakfast, I'm having a pork sausage patty."
"['Frankfurter or hot dog, turkey', 'Roll, white, soft']","[2.29, 26.06]","[10.37, 2.03]","[133.95, 145.08]","[7.34, 5.08]",USA,natural,I'm enjoying a turkey frankfurter with a large soft white roll for dinner.
